IP地址,最小延�?ms),最大延�?ms),平均延迟(ms),丢包�?%)
141.101.120.79,51,205,154,0
104.18.169.149,50,191,105,10
162.159.61.156,53,221,189,10
104.17.63.63,49,190,82,20
104.18.179.149,50,150,84,20
104.16.12.250,50,178,95,20
104.16.10.120,51,178,143,20
172.64.159.132,172,221,206,20
104.22.36.208,50,51,51,30
104.18.175.75,50,192,110,30
104.18.149.106,50,277,115,30
104.16.5.33,49,179,115,30
104.16.11.140,50,179,129,30
104.18.167.242,51,191,142,30
104.18.145.93,52,278,171,30
